director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
Tom Shadyac,Morgan Freeman,Steve Carell,Lisa Ann Walter,Comedy Drama,bruce almighty,Morgan FreemanSteve CarellLisa Ann WalterTom ShadyacComedy Drama
Sylvester Stallone,Jason Statham,Sylvester Stallone,Jet Li,Action Adventure Thriller,the expendables,Jason StathamSylvester StalloneJet LiSylvester StalloneAction Adventure Thriller
Brian De Palma,Tom Cruise,Kristin Scott Thomas,Vanessa Redgrave,Action Adventure Thriller,mission: impossible,Tom CruiseKristin Scott ThomasVanessa RedgraveBrian De PalmaAction Adventure Thriller
Gary Ross,Jennifer Lawrence,Josh Hutcherson,Anthony Reynolds,Adventure Drama Sci-Fi Thriller,the hunger games,Jennifer LawrenceJosh HutchersonAnthony ReynoldsGary RossAdventure Drama Sci-Fi Thriller
Todd Phillips,Bradley Cooper,Mason Lee,Mike Tyson,Comedy,the hangover part ii,Bradley CooperMason LeeMike TysonTodd PhillipsComedy
Tim Burton,Michael Gough,Vincent Schiavelli,Andrew Bryniarski,Action,batman returns,Michael GoughVincent SchiavelliAndrew BryniarskiTim BurtonAction
Tim Johnson,Bruce Willis,Steve Carell,Catherine O'Hara,Adventure Animation Comedy Family,over the hedge,Bruce WillisSteve CarellCatherine O'HaraTim JohnsonAdventure Animation Comedy Family
Dean DeBlois,Tia Carrere,Jason Scott Lee,David Ogden Stiers,Adventure Animation Comedy Drama Family Fantasy Sci-Fi,lilo & stitch,Tia CarrereJason Scott LeeDavid Ogden StiersDean DeBloisAdventure Animation Comedy Drama Family Fantasy Sci-Fi
Gary Winick,Steve Buscemi,Julia Roberts,Oprah Winfrey,Comedy Family Fantasy,charlotte's web,Steve BuscemiJulia RobertsOprah WinfreyGary WinickComedy Family Fantasy
Mimi Leder,Morgan Freeman,Jon Favreau,Robert Duvall,Action Drama Romance Sci-Fi Thriller,deep impact,Morgan FreemanJon FavreauRobert DuvallMimi LederAction Drama Romance Sci-Fi Thriller
Dean Parisot,Bruce Willis,Anthony Hopkins,Garrick Hagon,Action Comedy Crime Thriller,red 2,Bruce WillisAnthony HopkinsGarrick HagonDean ParisotAction Comedy Crime Thriller
Peter Segal,Adam Sandler,Steve Reevis,Dalip Singh,Comedy Crime Sport,the longest yard,Adam SandlerSteve ReevisDalip SinghPeter SegalComedy Crime Sport
Mike Mitchell,Amy Poehler,Jesse McCartney,Lauren Gottlieb,Adventure Animation Comedy Family Fantasy Music,alvin and the chipmunks: chipwrecked,Amy PoehlerJesse McCartneyLauren GottliebMike MitchellAdventure Animation Comedy Family Fantasy Music
Dennis Dugan,Steve Buscemi,Adam Sandler,Jon Lovitz,Comedy,grown ups 2,Steve BuscemiAdam SandlerJon LovitzDennis DuganComedy
Peter Segal,Bill Murray,Dwayne Johnson,Anne Hathaway,Action Adventure Comedy,get smart,Bill MurrayDwayne JohnsonAnne HathawayPeter SegalAction Adventure Comedy
Nancy Meyers,Keanu Reeves,Jon Favreau,Paul Michael Glaser,Comedy Drama Romance,something's gotta give,Keanu ReevesJon FavreauPaul Michael GlaserNancy MeyersComedy Drama Romance
Martin Scorsese,Leonardo DiCaprio,Joseph Sikora,Nellie Sciutto,Mystery Thriller,shutter island,Leonardo DiCaprioJoseph SikoraNellie SciuttoMartin ScorseseMystery Thriller
Seth Gordon,Jon Favreau,Robert Duvall,Katy Mixon,Comedy Drama Romance,four christmases,Jon FavreauRobert DuvallKaty MixonSeth GordonComedy Drama Romance
Chris Wedge,Jim Broadbent,Drew Carey,Paula Abdul,Adventure Animation Comedy Family Sci-Fi,robots,Jim BroadbentDrew CareyPaula AbdulChris WedgeAdventure Animation Comedy Family Sci-Fi
John Woo,Nicolas Cage,CCH Pounder,Joan Allen,Action Crime Sci-Fi Thriller,face/off,Nicolas CageCCH PounderJoan AllenJohn WooAction Crime Sci-Fi Thriller
Adam Shankman,Adam Sandler,Carmen Electra,Kathryn Joosten,Comedy Family Fantasy Romance,bedtime stories,Adam SandlerCarmen ElectraKathryn JoostenAdam ShankmanComedy Family Fantasy Romance
Sam Mendes,Tom Hanks,Jennifer Jason Leigh,Liam Aiken,Crime Drama Thriller,road to perdition,Tom HanksJennifer Jason LeighLiam AikenSam MendesCrime Drama Thriller
Dennis Dugan,Adam Sandler,Bailee Madison,Kevin Nealon,Comedy Romance,just go with it,Adam SandlerBailee MadisonKevin NealonDennis DuganComedy Romance
unknown,Elden Henson,Royce Johnson,Charlie Cox,Action Adventure Crime Drama Sci-Fi Thriller,daredevil            ,Elden HensonRoyce JohnsonCharlie CoxunknownAction Adventure Crime Drama Sci-Fi Thriller
Simon West,Steve Buscemi,Monica Potter,Dave Chappelle,Action Crime Thriller,con air,Steve BuscemiMonica PotterDave ChappelleSimon WestAction Crime Thriller
D.J. Caruso,Rosario Dawson,Ethan Embry,Cameron Boyce,Action Mystery Thriller,eagle eye,Rosario DawsonEthan EmbryCameron BoyceD.J. CarusoAction Mystery Thriller
Anthony Minghella,Philip Seymour Hoffman,Natalie Portman,Charlie Hunnam,Adventure Drama History Romance War,cold mountain,Philip Seymour HoffmanNatalie PortmanCharlie HunnamAnthony MinghellaAdventure Drama History Romance War
Albert Hughes,Denzel Washington,Mila Kunis,Gary Oldman,Action Adventure Drama Thriller,the book of eli,Denzel WashingtonMila KunisGary OldmanAlbert HughesAction Adventure Drama Thriller
Les Mayfield,Robin Williams,Jodi Benson,Sam Lloyd,Comedy Family Sci-Fi,flubber,Robin WilliamsJodi BensonSam LloydLes MayfieldComedy Family Sci-Fi
Jan de Bont,Liam Neeson,Lili Taylor,Virginia Madsen,Fantasy Horror Mystery Thriller,the haunting,Liam NeesonLili TaylorVirginia MadsenJan de BontFantasy Horror Mystery Thriller
Joe Pytka,Bill Murray,Wayne Knight,Michael Jordan,Adventure Animation Comedy Family Fantasy Sci-Fi Sport,space jam,Bill MurrayWayne KnightMichael JordanJoe PytkaAdventure Animation Comedy Family Fantasy Sci-Fi Sport
Shawn Levy,Roger Rees,Henry Czerny,William Abadie,Adventure Comedy Crime Family Mystery,the pink panther,Roger ReesHenry CzernyWilliam AbadieShawn LevyAdventure Comedy Crime Family Mystery
Richard Donner,Julia Roberts,Alex McArthur,Michael Potts,Action Crime Mystery Romance Thriller,conspiracy theory,Julia RobertsAlex McArthurMichael PottsRichard DonnerAction Crime Mystery Romance Thriller
David Ayer,Brad Pitt,Logan Lerman,Jim Parrack,Action Drama War,fury,Brad PittLogan LermanJim ParrackDavid AyerAction Drama War
Ivan Reitman,Harrison Ford,Anne Heche,Amy Sedaris,Action Adventure Comedy Romance,six days seven nights,Harrison FordAnne HecheAmy SedarisIvan ReitmanAction Adventure Comedy Romance
Eric Brevig,Justin Timberlake,Tom Cavanagh,Josh Robert Thompson,Adventure Animation Comedy Family,yogi bear,Justin TimberlakeTom CavanaghJosh Robert ThompsonEric BrevigAdventure Animation Comedy Family
Kelly Asbury,Matt Damon,Charles Napier,Zahn McClarnon,Adventure Animation Family Western,spirit: stallion of the cimarron,Matt DamonCharles NapierZahn McClarnonKelly AsburyAdventure Animation Family Western
Frank Coraci,Rosario Dawson,Leslie Bibb,Nicholas Turturro,Comedy Family Romance,zookeeper,Rosario DawsonLeslie BibbNicholas TurturroFrank CoraciComedy Family Romance
Stephen Hopkins,Gary Oldman,William Hurt,June Lockhart,Action Adventure Family Sci-Fi Thriller,lost in space,Gary OldmanWilliam HurtJune LockhartStephen HopkinsAction Adventure Family Sci-Fi Thriller
Jonathan Demme,Denzel Washington,Dorian Missick,Jose Pablo Cantillo,Drama Mystery Sci-Fi Thriller,the manchurian candidate,Denzel WashingtonDorian MissickJose Pablo CantilloJonathan DemmeDrama Mystery Sci-Fi Thriller
Henry Jaglom,Vanessa Redgrave,Stephen Dillane,Michael Brandon,Drama Romance,déjà vu,Vanessa RedgraveStephen DillaneMichael BrandonHenry JaglomDrama Romance
Genndy Tartakovsky,Steve Buscemi,Adam Sandler,Fran Drescher,Animation Comedy Family Fantasy,hotel transylvania 2,Steve BuscemiAdam SandlerFran DrescherGenndy TartakovskyAnimation Comedy Family Fantasy
unknown,Elizabeth Montgomery,Agnes Moorehead,Dick York,Comedy Family Fantasy,bewitched            ,Elizabeth MontgomeryAgnes MooreheadDick YorkunknownComedy Family Fantasy
James Algar,Quincy Jones,Penn Jillette,Russi Taylor,Animation Family Fantasy Music,fantasia 2000,Quincy JonesPenn JilletteRussi TaylorJames AlgarAnimation Family Fantasy Music
Simon Wells,Mark Addy,Alan Young,Josh Stamberg,Action Adventure Sci-Fi,the time machine,Mark AddyAlan YoungJosh StambergSimon WellsAction Adventure Sci-Fi
Ron Underwood,Charlize Theron,Mika Boorem,David Paymer,Action Adventure Family Fantasy Thriller,mighty joe young,Charlize TheronMika BooremDavid PaymerRon UnderwoodAction Adventure Family Fantasy Thriller
Dominic Sena,Hugh Jackman,Don Cheadle,Sam Shepard,Action Crime Thriller,swordfish,Hugh JackmanDon CheadleSam ShepardDominic SenaAction Crime Thriller
Martin Campbell,Michael Emerson,Nick Chinlund,Adrian Alonso,Action Adventure Western,the legend of zorro,Michael EmersonNick ChinlundAdrian AlonsoMartin CampbellAction Adventure Western
Vincent Ward,Robin Williams,Annabella Sciorra,Rosalind Chao,Drama Fantasy Romance,what dreams may come,Robin WilliamsAnnabella SciorraRosalind ChaoVincent WardDrama Fantasy Romance
Steven Brill,Adam Sandler,Jon Lovitz,Michael McKean,Comedy Fantasy,little nicky,Adam SandlerJon LovitzMichael McKeanSteven BrillComedy Fantasy
Terry Gilliam,Matt Damon,Heath Ledger,Mackenzie Crook,Action Adventure Comedy Fantasy Thriller,the brothers grimm,Matt DamonHeath LedgerMackenzie CrookTerry GilliamAction Adventure Comedy Fantasy Thriller
Tim Burton,Natalie Portman,Martin Short,Lukas Haas,Action Comedy Sci-Fi,mars attacks!,Natalie PortmanMartin ShortLukas HaasTim BurtonAction Comedy Sci-Fi
Lucile Hadzihalilovic,Nissim Renard,Roxane Duran,Julie-Marie Parmentier,Drama Horror Mystery Sci-Fi,evolution,Nissim RenardRoxane DuranJulie-Marie ParmentierLucile HadzihalilovicDrama Horror Mystery Sci-Fi
Lee Tamahori,Anthony Hopkins,Harold Perrineau,Bart the Bear,Action Adventure Drama Thriller,the edge,Anthony HopkinsHarold PerrineauBart the BearLee TamahoriAction Adventure Drama Thriller
Jonathan Mostow,Bruce Willis,Devin Ratray,Boris Kodjoe,Action Sci-Fi Thriller,surrogates,Bruce WillisDevin RatrayBoris KodjoeJonathan MostowAction Sci-Fi Thriller
Roger Donaldson,Bruce Greenwood,Jon Foster,Bruce Thomas,Drama History Thriller,thirteen days,Bruce GreenwoodJon FosterBruce ThomasRoger DonaldsonDrama History Thriller
Rob Cohen,Sylvester Stallone,Viggo Mortensen,Amy Brenneman,Action Adventure Drama Thriller,daylight,Sylvester StalloneViggo MortensenAmy BrennemanRob CohenAction Adventure Drama Thriller
Barry Cook,Charlie Rowe,Tiya Sircar,Madison Rothschild,Adventure Animation Family,walking with dinosaurs 3d,Charlie RoweTiya SircarMadison RothschildBarry CookAdventure Animation Family
Roger Christian,Richard Tyson,Michael Byrne,John Topor,Action Adventure Sci-Fi,battlefield earth,Richard TysonMichael ByrneJohn ToporRoger ChristianAction Adventure Sci-Fi
Joe Dante,Brendan Fraser,Jenna Elfman,Heather Locklear,Adventure Animation Comedy Family Fantasy Sci-Fi,looney tunes: back in action,Brendan FraserJenna ElfmanHeather LocklearJoe DanteAdventure Animation Comedy Family Fantasy Sci-Fi
Rob Marshall,Fergie,Elio Germano,Andrea Di Stefano,Drama Musical Romance,nine,FergieElio GermanoAndrea Di StefanoRob MarshallDrama Musical Romance
Richard Donner,Paul Walker,Gerard Butler,Ethan Embry,Action Adventure Sci-Fi,timeline,Paul WalkerGerard ButlerEthan EmbryRichard DonnerAction Adventure Sci-Fi
Kevin Costner,Olivia Williams,Brian Anthony Wilson,Larenz Tate,Action Adventure Drama Sci-Fi,the postman,Olivia WilliamsBrian Anthony WilsonLarenz TateKevin CostnerAction Adventure Drama Sci-Fi
George Miller,Adam Goldberg,Elizabeth Daily,Glenne Headly,Adventure Comedy Drama Family Fantasy,babe: pig in the city,Adam GoldbergElizabeth DailyGlenne HeadlyGeorge MillerAdventure Comedy Drama Family Fantasy
Breck Eisner,Vin Diesel,Joseph Gilgun,Lotte Verbeek,Action Adventure Fantasy,the last witch hunter,Vin DieselJoseph GilgunLotte VerbeekBreck EisnerAction Adventure Fantasy
Antony Hoffman,Bob Neill,Val Kilmer,Tom Sizemore,Action Sci-Fi Thriller,red planet,Bob NeillVal KilmerTom SizemoreAntony HoffmanAction Sci-Fi Thriller
Luc Besson,Mia Farrow,Adam LeFevre,Penny Balfour,Adventure Animation Family Fantasy,arthur and the invisibles,Mia FarrowAdam LeFevrePenny BalfourLuc BessonAdventure Animation Family Fantasy
Jacques Perrin,Pedro Armendáriz Jr.,Jacques Perrin,Rie Miyazawa,Documentary Drama,oceans,Pedro Armendáriz Jr.Jacques PerrinRie MiyazawaJacques PerrinDocumentary Drama
Peter Hyams,David Oyelowo,Catherine McCormack,Jemima Rooper,Action Adventure Horror Sci-Fi Thriller,a sound of thunder,David OyelowoCatherine McCormackJemima RooperPeter HyamsAction Adventure Horror Sci-Fi Thriller
Paul W.S. Anderson,Sasha Roiz,Currie Graham,Dylan Schombing,Action Adventure Drama History Romance,pompeii,Sasha RoizCurrie GrahamDylan SchombingPaul W.S. AndersonAction Adventure Drama History Romance
Andrés Couturier,Sariann Monaco,David Hoffman,Ben Diskin,Animation Family,top cat begins,Sariann MonacoDavid HoffmanBen DiskinAndrés CouturierAnimation Family
Ron Howard,Adam Goldberg,Austin Pendleton,Judd Hirsch,Biography Drama,a beautiful mind,Adam GoldbergAustin PendletonJudd HirschRon HowardBiography Drama
Roger Allers,Matthew Broderick,Nathan Lane,Niketa Calame,Adventure Animation Drama Family Musical,the lion king,Matthew BroderickNathan LaneNiketa CalameRoger AllersAdventure Animation Drama Family Musical
Brad Peyton,Josh Hutcherson,Dwayne Johnson,Kristin Davis,Action Adventure Comedy Family Fantasy Sci-Fi,journey 2: the mysterious island,Josh HutchersonDwayne JohnsonKristin DavisBrad PeytonAction Adventure Comedy Family Fantasy Sci-Fi
Cody Cameron,Will Forte,Khamani Griffin,Melissa Sturm,Animation Comedy Family Fantasy Sci-Fi,cloudy with a chance of meatballs 2,Will ForteKhamani GriffinMelissa SturmCody CameronAnimation Comedy Family Fantasy Sci-Fi
Brett Ratner,Philip Seymour Hoffman,Anthony Hopkins,Emily Watson,Crime Drama Thriller,red dragon,Philip Seymour HoffmanAnthony HopkinsEmily WatsonBrett RatnerCrime Drama Thriller
Joe Johnston,J.K. Simmons,Viggo Mortensen,Peter Mensah,Action Adventure Western,hidalgo,J.K. SimmonsViggo MortensenPeter MensahJoe JohnstonAction Adventure Western
Dennis Dugan,Al Pacino,Adam Sandler,Tim Meadows,Comedy,jack and jill,Al PacinoAdam SandlerTim MeadowsDennis DuganComedy
John Singleton,Paul Walker,Cole Hauser,Mo Gallini,Action Crime Thriller,2 fast 2 furious,Paul WalkerCole HauserMo GalliniJohn SingletonAction Crime Thriller
Mark Osborne,Jeff Bridges,James Franco,Mackenzie Foy,Adventure Animation Drama Family Fantasy,the little prince,Jeff BridgesJames FrancoMackenzie FoyMark OsborneAdventure Animation Drama Family Fantasy
Oliver Hirschbiegel,Roger Rees,Veronica Cartwright,Jeremy Northam,Sci-Fi Thriller,the invasion,Roger ReesVeronica CartwrightJeremy NorthamOliver HirschbiegelSci-Fi Thriller
Des McAnuff,Robert De Niro,Janeane Garofalo,Jonathan Winters,Adventure Animation Comedy Family Fantasy,the adventures of rocky & bullwinkle,Robert De NiroJaneane GarofaloJonathan WintersDes McAnuffAdventure Animation Comedy Family Fantasy
Yarrow Cheney,Steve Coogan,Eric Stonestreet,Albert Brooks,Animation Comedy Family,the secret life of pets,Steve CooganEric StonestreetAlbert BrooksYarrow CheneyAnimation Comedy Family
Stephen Norrington,Jason Flemyng,Max Ryan,Tony Curran,Action Adventure Fantasy Sci-Fi,the league of extraordinary gentlemen,Jason FlemyngMax RyanTony CurranStephen NorringtonAction Adventure Fantasy Sci-Fi
Pierre Coffin,Steve Carell,Miranda Cosgrove,Steve Coogan,Animation Comedy Family Sci-Fi,despicable me 2,Steve CarellMiranda CosgroveSteve CooganPierre CoffinAnimation Comedy Family Sci-Fi
Roland Emmerich,Will Smith,Adam Baldwin,Mary McDonnell,Action Adventure Sci-Fi,independence day,Will SmithAdam BaldwinMary McDonnellRoland EmmerichAction Adventure Sci-Fi
Steven Spielberg,Ariana Richards,Richard Schiff,Vanessa Lee Chester,Action Adventure Sci-Fi,the lost world: jurassic park,Ariana RichardsRichard SchiffVanessa Lee ChesterSteven SpielbergAction Adventure Sci-Fi
Eric Darnell,Jada Pinkett Smith,Cedric the Entertainer,Andy Richter,Adventure Animation Comedy Family,madagascar,Jada Pinkett SmithCedric the EntertainerAndy RichterEric DarnellAdventure Animation Comedy Family
Alfonso Cuarón,Charlie Hunnam,Danny Huston,Rita Davies,Drama Sci-Fi Thriller,children of men,Charlie HunnamDanny HustonRita DaviesAlfonso CuarónDrama Sci-Fi Thriller
Bryan Singer,Hugh Jackman,Tyler Mane,Bruce Davison,Action Adventure Sci-Fi,x-men,Hugh JackmanTyler ManeBruce DavisonBryan SingerAction Adventure Sci-Fi
Timur Bekmambetov,Angelina Jolie Pitt,Morgan Freeman,Common,Action Crime Fantasy Thriller,wanted,Angelina Jolie PittMorgan FreemanCommonTimur BekmambetovAction Crime Fantasy Thriller
Michael Bay,Nicolas Cage,Michael Biehn,Bokeem Woodbine,Action Adventure Thriller,the rock,Nicolas CageMichael BiehnBokeem WoodbineMichael BayAction Adventure Thriller
Carlos Saldanha,Denis Leary,Ray Romano,Jay Leno,Action Adventure Animation Comedy Family Fantasy,ice age: the meltdown,Denis LearyRay RomanoJay LenoCarlos SaldanhaAction Adventure Animation Comedy Family Fantasy
Peter Segal,Adam Sandler,Peter Dante,Allen Covert,Comedy Romance,50 first dates,Adam SandlerPeter DanteAllen CovertPeter SegalComedy Romance
Adam Shankman,Jerry Stiller,Elijah Kelley,Paul Dooley,Comedy Drama Family Music Musical Romance,hairspray,Jerry StillerElijah KelleyPaul DooleyAdam ShankmanComedy Drama Family Music Musical Romance
Renny Harlin,James D'Arcy,Alan Ford,Izabella Scorupco,Horror Mystery Thriller,exorcist: the beginning,James D'ArcyAlan FordIzabella ScorupcoRenny HarlinHorror Mystery Thriller
David Kellogg,Matthew Broderick,Rene Auberjonois,Rupert Everett,Action Adventure Comedy Family Sci-Fi,inspector gadget,Matthew BroderickRene AuberjonoisRupert EverettDavid KelloggAction Adventure Comedy Family Sci-Fi
Louis Leterrier,Morgan Freeman,Common,Michael Kelly,Crime Mystery Thriller,now you see me,Morgan FreemanCommonMichael KellyLouis LeterrierCrime Mystery Thriller
Dennis Dugan,Steve Buscemi,Adam Sandler,Salma Hayek,Comedy,grown ups,Steve BuscemiAdam SandlerSalma HayekDennis DuganComedy
Steven Spielberg,Tom Hanks,Chi McBride,Barry Shabaka Henley,Comedy Drama,the terminal,Tom HanksChi McBrideBarry Shabaka HenleySteven SpielbergComedy Drama
unknown,Harold Perrineau,Matt Ryan,Charles Halford,Drama Fantasy Horror Thriller,constantine            ,Harold PerrineauMatt RyanCharles HalfordunknownDrama Fantasy Horror Thriller
Thor Freudenthal,Don Cheadle,Kevin Dillon,Yvette Nicole Brown,Comedy Family,hotel for dogs,Don CheadleKevin DillonYvette Nicole BrownThor FreudenthalComedy Family
Martin Campbell,Nicholas Lea,Scott Glenn,Ben Mendelsohn,Action Adventure Drama Thriller,vertical limit,Nicholas LeaScott GlennBen MendelsohnMartin CampbellAction Adventure Drama Thriller
Mike Nichols,Philip Seymour Hoffman,Tom Hanks,Jud Tylor,Biography Comedy Drama History,charlie wilson's war,Philip Seymour HoffmanTom HanksJud TylorMike NicholsBiography Comedy Drama History
